year,month,month_name,category,category_es,category_group,category_raw,notes,incident_count,incidents_per_100k,change_vs_prior_year,source
2023,6,June,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,73,24.55,-3.95,SESNSP v2
2023,6,June,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,18,6.05,-21.74,SESNSP v2
2023,6,June,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,10,3.36,11.11,SESNSP v2
2023,6,June,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,20,6.73,-4.76,SESNSP v2
2023,6,June,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,92,30.94,0.00,SESNSP v2
2023,6,June,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,16.67,SESNSP v2
2023,6,June,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,6,June,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,6,June,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",22,7.40,4.76,SESNSP v2
2023,6,June,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,4,1.35,0.00,SESNSP v2
2023,6,June,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,6,June,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,18,6.05,-5.26,SESNSP v2
2023,6,June,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2023,6,June,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2023,6,June,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,-16.67,SESNSP v2
2023,6,June,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,8,2.69,0.00,SESNSP v2
2023,6,June,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,6,June,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,57,19.17,0.00,SESNSP v2
2023,6,June,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,-14.29,SESNSP v2
2023,6,June,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",33,11.10,-15.38,SESNSP v2
2023,7,July,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,77,25.89,-3.75,SESNSP v2
2023,7,July,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,19,6.39,-24.00,SESNSP v2
2023,7,July,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,11,3.70,10.00,SESNSP v2
2023,7,July,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,27,9.08,22.73,SESNSP v2
2023,7,July,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,97,32.62,1.04,SESNSP v2
2023,7,July,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,0.00,SESNSP v2
2023,7,July,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,7,July,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,7,July,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",22,7.40,4.76,SESNSP v2
2023,7,July,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,4,1.35,0.00,SESNSP v2
2023,7,July,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,7,July,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,19,6.39,-5.00,SESNSP v2
2023,7,July,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2023,7,July,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2023,7,July,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,-16.67,SESNSP v2
2023,7,July,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,8,2.69,0.00,SESNSP v2
2023,7,July,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,7,July,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,61,20.51,0.00,SESNSP v2
2023,7,July,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,-14.29,SESNSP v2
2023,7,July,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",33,11.10,-15.38,SESNSP v2
2023,8,August,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,74,24.88,-2.63,SESNSP v2
2023,8,August,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,21,7.06,-22.22,SESNSP v2
2023,8,August,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,12,4.04,9.09,SESNSP v2
2023,8,August,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,27,9.08,22.73,SESNSP v2
2023,8,August,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,97,32.62,1.04,SESNSP v2
2023,8,August,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,0.00,SESNSP v2
2023,8,August,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,8,August,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,8,August,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",22,7.40,4.76,SESNSP v2
2023,8,August,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,0.00,SESNSP v2
2023,8,August,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,8,August,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,19,6.39,-5.00,SESNSP v2
2023,8,August,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,6,2.02,0.00,SESNSP v2
2023,8,August,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2023,8,August,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,5,1.68,0.00,SESNSP v2
2023,8,August,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2023,8,August,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,8,August,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,64,21.52,0.00,SESNSP v2
2023,8,August,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,-14.29,SESNSP v2
2023,8,August,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",35,11.77,-14.63,SESNSP v2
2023,9,September,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,67,22.53,-1.47,SESNSP v2
2023,9,September,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,22,7.40,0.00,SESNSP v2
2023,9,September,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,12,4.04,9.09,SESNSP v2
2023,9,September,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,22,7.40,-4.35,SESNSP v2
2023,9,September,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,91,30.60,-2.15,SESNSP v2
2023,9,September,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,0.00,SESNSP v2
2023,9,September,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,9,September,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,9,September,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",22,7.40,4.76,SESNSP v2
2023,9,September,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,-25.00,SESNSP v2
2023,9,September,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,9,September,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,21,7.06,0.00,SESNSP v2
2023,9,September,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2023,9,September,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2023,9,September,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,-20.00,SESNSP v2
2023,9,September,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,16.67,SESNSP v2
2023,9,September,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,9,September,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,64,21.52,-1.54,SESNSP v2
2023,9,September,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,-14.29,SESNSP v2
2023,9,September,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",46,15.47,9.52,SESNSP v2
2023,10,October,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,63,21.18,-3.08,SESNSP v2
2023,10,October,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,25,8.41,0.00,SESNSP v2
2023,10,October,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,13,4.37,8.33,SESNSP v2
2023,10,October,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,23,7.73,-8.00,SESNSP v2
2023,10,October,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,91,30.60,-2.15,SESNSP v2
2023,10,October,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,0.00,SESNSP v2
2023,10,October,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,10,October,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,10,October,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",22,7.40,4.76,SESNSP v2
2023,10,October,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,-25.00,SESNSP v2
2023,10,October,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,10,October,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,22,7.40,0.00,SESNSP v2
2023,10,October,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2023,10,October,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2023,10,October,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,-20.00,SESNSP v2
2023,10,October,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,16.67,SESNSP v2
2023,10,October,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,10,October,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,67,22.53,-2.90,SESNSP v2
2023,10,October,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,-14.29,SESNSP v2
2023,10,October,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",48,16.14,9.09,SESNSP v2
2023,11,November,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,53,17.82,3.92,SESNSP v2
2023,11,November,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,29,9.75,-12.12,SESNSP v2
2023,11,November,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,13,4.37,-13.33,SESNSP v2
2023,11,November,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,26,8.74,-13.33,SESNSP v2
2023,11,November,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,112,37.66,12.00,SESNSP v2
2023,11,November,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,16.67,SESNSP v2
2023,11,November,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,11,November,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,11,November,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",21,7.06,-8.70,SESNSP v2
2023,11,November,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,3,1.01,-25.00,SESNSP v2
2023,11,November,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,11,November,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,23,7.73,9.52,SESNSP v2
2023,11,November,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2023,11,November,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,16,5.38,0.00,SESNSP v2
2023,11,November,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,33.33,SESNSP v2
2023,11,November,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,6,2.02,0.00,SESNSP v2
2023,11,November,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,11,November,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,67,22.53,-1.47,SESNSP v2
2023,11,November,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",18,6.05,-14.29,SESNSP v2
2023,11,November,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",42,14.12,5.00,SESNSP v2
2023,12,December,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,62,20.85,5.08,SESNSP v2
2023,12,December,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,36,12.11,-12.20,SESNSP v2
2023,12,December,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,16,5.38,-5.88,SESNSP v2
2023,12,December,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,29,9.75,-17.14,SESNSP v2
2023,12,December,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,123,41.36,11.82,SESNSP v2
2023,12,December,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",8,2.69,14.29,SESNSP v2
2023,12,December,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2023,12,December,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2023,12,December,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",22,7.40,-8.33,SESNSP v2
2023,12,December,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,4,1.35,-20.00,SESNSP v2
2023,12,December,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2023,12,December,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,26,8.74,8.33,SESNSP v2
2023,12,December,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2023,12,December,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,16,5.38,0.00,SESNSP v2
2023,12,December,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,0.00,SESNSP v2
2023,12,December,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,7,2.35,0.00,SESNSP v2
2023,12,December,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2023,12,December,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,88,29.59,-1.12,SESNSP v2
2023,12,December,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",19,6.39,-17.39,SESNSP v2
2023,12,December,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",44,14.80,4.76,SESNSP v2
2024,1,January,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,53,17.82,-11.67,SESNSP v2
2024,1,January,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,35,11.77,9.38,SESNSP v2
2024,1,January,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,13,4.37,-13.33,SESNSP v2
2024,1,January,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,32,10.76,-8.57,SESNSP v2
2024,1,January,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,107,35.98,10.31,SESNSP v2
2024,1,January,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",7,2.35,-12.50,SESNSP v2
2024,1,January,Extortion,Extorsión,Violent Crime,Extorsión,Includes cobro de piso and telephone extortion. Highly underreported.,3,1.01,0.00,SESNSP v2
2024,1,January,Femicide,Feminicidio,Violent Crime,Feminicidio,Gender-motivated killings. Separate SESNSP category since 2019.,0,0.00,,SESNSP v2
2024,1,January,Fraud,Fraude,Property Crime,Fraude,"Real estate fraud, rental scams, digital fraud. Rising with online commerce.",25,8.41,13.64,SESNSP v2
2024,1,January,Homicide,Homicidio Doloso,Violent Crime,Homicidio doloso,Intentional homicides only (doloso). Negligent homicide excluded per SESNSP.,4,1.35,0.00,SESNSP v2
2024,1,January,Kidnapping,Secuestro,Violent Crime,Secuestro,Rare in PV. Includes express and extortive kidnapping.,0,0.00,,SESNSP v2
2024,1,January,Other Robbery,Otros Robos,Property Crime,Otros robos,SESNSP catch-all robbery subtype not in specific robbery categories.,23,7.73,-11.54,SESNSP v2
2024,1,January,Other Sexual Crimes,Otros Delitos Sexuales,Sexual Crime,Otros delitos vs libertad sexual,Residual SESNSP sexual offense category.,5,1.68,0.00,SESNSP v2
2024,1,January,Property Damage,Daño a la Propiedad,Property Crime,Daño a la propiedad,Criminal property damage (daño en propiedad ajena per SESNSP).,14,4.71,0.00,SESNSP v2
2024,1,January,Rape,Violación,Sexual Crime,Violación simple / equiparada,Reported cases only. High underreporting estimated.,4,1.35,0.00,SESNSP v2
2024,1,January,Sexual Abuse,Abuso Sexual,Sexual Crime,Abuso sexual,Non-penetrative sexual offenses. Separate from rape per SESNSP.,6,2.02,0.00,SESNSP v2
2024,1,January,Sexual Harassment,Acoso/Hostigamiento Sexual,Sexual Crime,Acoso/Hostigamiento sexual,Includes acoso (unwanted attention) and hostigamiento (power-based).,2,0.67,0.00,SESNSP v2
2024,1,January,Street Robbery,Robo a Transeúnte,Property Crime,Robo a transeúnte en vía pública,Muggings in public spaces. Includes violent and non-violent.,80,26.90,-13.04,SESNSP v2
2024,1,January,Threats,Amenazas,Domestic & Social,Amenazas,"Criminal threats, including digital and telephone threats when reported.",19,6.39,5.56,SESNSP v2
2024,1,January,Vehicle Theft,Robo de Vehículo,Property Crime,Robo de vehículo automotor,"Cars, motorcycles, and trucks. All vehicle theft subtypes aggregated.",40,13.45,0.00,SESNSP v2
2024,2,February,Assault / Bodily Harm,Lesiones Dolosas,Violent Crime,Lesiones dolosas,Intentional bodily harm. Traffic injuries (culposas) excluded.,50,16.81,-12.28,SESNSP v2
2024,2,February,Burglary (Non-Violent),Robo a Casa sin Violencia,Property Crime,Robo a casa habitación sin violencia,Home break-ins when occupants absent. Peak during tourist rental season.,32,10.76,10.34,SESNSP v2
2024,2,February,Burglary (Violent),Robo a Casa con Violencia,Property Crime,Robo a casa habitación con violencia,Home break-ins with occupants present and threatened or harmed.,12,4.04,-14.29,SESNSP v2
2024,2,February,Business Robbery,Robo a Negocio,Property Crime,Robo a negocio,Commercial establishment robberies. Includes violent and non-violent.,29,9.75,-9.38,SESNSP v2
2024,2,February,Domestic Violence,Violencia Familiar,Domestic & Social,Violencia familiar,Most reported offense in PV. Includes physical and psychological violence.,96,32.28,10.34,SESNSP v2
2024,2,February,Drug Dealing,Narcomenudeo,Federal / Drug Crime,Narcomenudeo,"Retail drug sales (fuero federal). Represents enforcement, not prevalence.",6,2.02,-14.29,SESNSP v2
